	Major Program Name	CIP# Only	Degree Level	School Year
1667	Computer Science	11.07	Bachelor's	2014-2015
1668	Computer Science	11.07	Bachelor's	2006-2007
1669	Computer Science	11.07	Bachelor's	2007-2008
1670	Computer Science	11.07	Bachelor's	2008-2009
1671	Computer Science	11.07	Bachelor's	2009-2010
1672	Computer Science	11.07	Bachelor's	2010-2011
1673	Computer Science	11.07	Bachelor's	2011-2012
1674	Computer Science	11.07	Bachelor's	2012-2013
1675	Computer Science	11.07	Bachelor's	2013-2014
1676	Computer Science	11.07	Bachelor's	2014-2015
1677	Computer Science	11.07	Bachelor's	2015-2016
1678	Computer Science	11.07	Bachelor's	2015-2016
1679	Computer Science	11.07	Bachelor's	2015-2016
1680	Computer Science	11.07	Bachelor's	2012-2013
1681	Computer Science	11.07	Bachelor's	2013-2014
1682	Computer Science	11.07	Bachelor's	2014-2015
1683	Computer Science	11.07	Bachelor's	2015-2016
1684	Computer Science	11.07	Bachelor's	2012-2013
1685	Computer Science	11.07	Bachelor's	2013-2014
1686	Computer Science	11.07	Bachelor's	2014-2015
1687	Computer Science	11.07	Bachelor's	2015-2016
1688	Computer Science	11.07	Bachelor's	2016-2017
1689	Computer Science	11.07	Bachelor's	2015-2016
1690	Computer Science	11.07	Bachelor's	2015-2016
1691	Computer Science	11.07	Bachelor's	2015-2016
1692	Computer Science	11.07	Bachelor's	2015-2016
1693	Computer Science	11.07	Bachelor's	2015-2016
1694	Computer Science	11.07	Bachelor's	2004-2005
1695	Computer Science	11.07	Bachelor's	2015-2016
1696	Computer Science	11.07	Bachelor's	2014-2015
1697	Computer Science	11.07	Bachelor's	2014-2015
1698	Computer Science	11.07	Bachelor's	2015-2016
1699	Computer Science	11.07	Bachelor's	2016-2017
1700	Computer Science	11.07	Bachelor's	2011-2012
1701	Computer Science	11.07	Bachelor's	2012-2013
1702	Computer Science	11.07	Bachelor's	2013-2014
1703	Computer Science	11.07	Bachelor's	2015-2016
1704	Computer Science	11.07	Bachelor's	2015-2016
1705	Computer Science	11.07	Bachelor's	2004-2005
1706	Computer Science	11.07	Bachelor's	2015-2016
1707	Computer Science 	11.07	Bachelor's	2015-2016
1708	Computer Science	11.07	Bachelor's	2015-2016
1709	Computer Science	11.07	Bachelor's	2015-2016
1710	Computer Science	11.07	Bachelor's	2014-2015
1711	Computer Science	11.07	Bachelor's	2016-2017
1712	Computer Science	11.07	Bachelor's	2011-2012
1713	Computer Science	11.07	Bachelor's	2012-2013
1714	Computer Science	11.07	Bachelor's	2013-2014
1715	Computer Science	11.07	Bachelor's	2014-2015
1716	Computer Science	11.07	Bachelor's	2015-2016
1717	Computer Science	11.07	Bachelor's	2011-2012
1718	Computer Science	11.07	Bachelor's	2012-2013
1719	Computer Science	11.07	Bachelor's	2013-2014
1720	Computer Science	11.07	Bachelor's	2014-2015
1721	Computer Science	11.07	Bachelor's	2013-2014
1722	Computer Science	11.07	Bachelor's	2014-2015
1723	Computer Science	11.07	Bachelor's	2015-2016
1724	Computer Science	11.07	Bachelor's	2016-2017
1725	Computer Science	11.07	Bachelor's	2016-2017
1726	Computer Science	11.0702	Bachelor's	2004-2005
1727	Computer Science	11.0702	Bachelor's	2005-2006
1728	Computer Science	11.0702	Bachelor's	2006-2007
1729	Computer Science	11.0702	Bachelor's	2007-2008
1730	Computer Science	11.0702	Bachelor's	2007-2008
1731	Computer Science	11.0702	Bachelor's	2008-2009
1732	Computer Science	11.0702	Bachelor's	2009-2010
1733	Computer Science	11.0702	Bachelor's	2010-2011
1734	Computer Science	11.0702	Bachelor's	2011-2012
1735	Computer Science	11.0702	Bachelor's	2007-2008
1736	Computer Science	11.0702	Bachelor's	2008-2009
1737	Computer Science	11.0702	Bachelor's	2009-2010
1738	Computer Science	11.0702	Bachelor's	2010-2011
1739	Computer Science	11.0702	Bachelor's	2011-2012
1740	Computer Science	11.0702	Bachelor's	2007-2008
1741	Computer Science	11.0702	Bachelor's	2008-2009
1742	Computer Science	11.0702	Bachelor's	2009-2010
1743	Computer Science	11.0702	Bachelor's	2010-2011
1744	Computer Science	11.0702	Bachelor's	2011-2012
1745	Computer Science (BA)	11.0702	Bachelor's	2011-2012
1746	Computer Science	11.0702	Bachelor's	2007-2008
1747	Computer Science	11.0702	Bachelor's	2008-2009
1748	Computer Science	11.0702	Bachelor's	2009-2010
1749	Computer Science	11.0702	Bachelor's	2004-2005
1750	Computer Science	11.0702	Bachelor's	2005-2006
1751	Computer Science	11.0702	Bachelor's	2006-2007
1752	Computer Science	11.0702	Bachelor's	2007-2008
1753	Computer Science	11.0702	Bachelor's	2008-2009
1754	Computer Science	11.0702	Bachelor's	2009-2010
1755	Computer Science	11.0702	Bachelor's	2010-2011
1756	Computer Science	11.0702	Bachelor's	2011-2012
1757	Computer Science	11.0702	Bachelor's	2004-2005
1758	Computer Science	11.0702	Bachelor's	2005-2006
1759	Computer Science	11.0702	Bachelor's	2006-2007
1760	Computer Science	11.0702	Bachelor's	2007-2008
1761	Computer Science	11.0702	Bachelor's	2008-2009
1762	Computer Science	11.0702	Bachelor's	2009-2010
1763	Computer Science	11.0702	Bachelor's	2008-2009
1764	Computer Science	11.0702	Bachelor's	2009-2010
1765	Computer Science	11.0702	Bachelor's	2004-2005
1766	Computer Science	11.0702	Bachelor's	2005-2006
1767	Computer Science	11.0702	Bachelor's	2006-2007
1768	Computer Science	11.0702	Bachelor's	2007-2008
1769	Computer Science	11.0702	Bachelor's	2008-2009
1770	Computer Science	11.0702	Bachelor's	2009-2010
1771	Computer Science	11.0702	Bachelor's	2010-2011
1772	Computer Science	11.0702	Bachelor's	2011-2012
1773	Computer Science	11.0702	Bachelor's	2007-2008
1774	Computer Science	11.0702	Bachelor's	2008-2009
1775	Computer Science	11.0702	Bachelor's	2009-2010
1776	Computer Science	11.0702	Bachelor's	2004-2005
1777	Computer Science	11.0702	Bachelor's	2005-2006
1778	Computer Science	11.0702	Bachelor's	2006-2007
1779	Computer Science	11.0702	Bachelor's	2007-2008
1780	Computer Science	11.0702	Bachelor's	2008-2009
1781	Computer Science	11.0702	Bachelor's	2009-2010
1782	Computer Science	11.0702	Bachelor's	2010-2011
1783	Computer Science	11.0702	Bachelor's	2011-2012
1784	Computer Science	11.0702	Bachelor's	2012-2013
1785	Computer Science	11.0702	Bachelor's	2013-2014
1786	Computer Science	11.0702	Bachelor's	2014-2015
1787	Computer Science	11.0702	Bachelor's	2007-2008
1788	Computer Science	11.0702	Bachelor's	2008-2009
1789	Computer Science	11.0702	Bachelor's	2009-2010
1790	Computer Science	11.0702	Bachelor's	2010-2011
1791	Computer Science	11.0702	Bachelor's	2011-2012
1792	Computer Science	11.0702	Bachelor's	2012-2013
1793	Computer Science	11.0702	Bachelor's	2013-2014
1794	Computer Science	11.0702	Bachelor's	2014-2015
1795	Computer Science	11.0702	Bachelor's	2015-2016
1796	Computer Science	11.0702	Bachelor's	2010-2011
1797	Computer Science	11.0702	Bachelor's	2011-2012
1798	Computer Science	11.0702	Bachelor's	2012-2013
1799	Computer Science	11.0702	Bachelor's	2013-2014
1800	Computer Science	11.0702	Bachelor's	2014-2015
1801	Computer Science	11.0702	Bachelor's	2014-2015
1802	Computer Science	11.0702	Bachelor's	2013-2014
1803	Computer Science	11.0702	Bachelor's	2012-2013
1804	Computer Science	11.0702	Bachelor's	2011-2012
1805	Computer Science	11.0702	Bachelor's	2010-2011
1806	Computer Science	11.0702	Bachelor's	2015-2016
1807	Computer Science	11.0702	Bachelor's	2015-2016
1808	Computer Science	11.0702	Bachelor's	2014-2015
1809	Computer Science	11.0702	Bachelor's	2010-2011
1810	Computer Science	11.0702	Bachelor's	2011-2012
1811	Computer Science	11.0702	Bachelor's	2015-2016
1812	Computer Science	11.0702	Bachelor's	2012-2013
1813	Computer Science	11.0702	Bachelor's	2013-2014
1814	Computer Science	11.0702	Bachelor's	2015-2016
1815	Computer Science	11.0702	Bachelor's	2015-2016
1816	Computer Science	11.0702	Bachelor's	2015-2016
1817	Computer Science	11.0702	Bachelor's	2010-2011
1818	Computer Science	11.0702	Bachelor's	2012-2013
1819	Computer Science	11.0702	Bachelor's	2014-2015
1820	Computer Science	11.0702	Bachelor's	2013-2014
1821	Computer Science (BA)	11.0703	Bachelor's	2004-2005
1822	Computer Science (BA)	11.0703	Bachelor's	2005-2006
1823	Computer Science (BA)	11.0703	Bachelor's	2006-2007
1824	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1825	Computer Science (BA)	11.0703	Bachelor's	2006-2007
1826	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1827	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1828	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1829	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1830	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1831	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1832	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1833	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1834	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1835	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1836	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1837	Computer Science (BA)	11.0703	Bachelor's	2004-2005
1838	Computer Science (BA)	11.0703	Bachelor's	2005-2006
1839	Computer Science (BA)	11.0703	Bachelor's	2006-2007
1840	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1841	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1842	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1843	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1844	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1845	Computer Science (BA)	11.0703	Bachelor's	2004-2005
1846	Computer Science (BA)	11.0703	Bachelor's	2005-2006
1847	Computer Science (BA)	11.0703	Bachelor's	2006-2007
1848	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1849	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1850	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1851	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1852	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1853	Computer Science (BA)	11.0703	Bachelor's	2004-2005
1854	Computer Science (BA)	11.0703	Bachelor's	2005-2006
1855	Computer Science (BA)	11.0703	Bachelor's	2006-2007
1856	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1857	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1858	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1859	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1860	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1861	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1862	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1863	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1864	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1865	Computer Science (BA)	11.0703	Bachelor's	2007-2008
1866	Computer Science (BA)	11.0703	Bachelor's	2008-2009
1867	Computer Science (BA)	11.0703	Bachelor's	2009-2010
1868	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1869	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1870	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1871	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1872	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1873	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1874	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1875	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1876	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1877	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1878	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1879	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1880	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1881	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1882	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1883	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1884	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1885	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1886	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1887	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1888	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1889	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1890	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1891	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1892	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1893	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1894	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1895	Computer Science (BA)	11.0703	Bachelor's	2010-2011
1896	Computer Science (BA)	11.0703	Bachelor's	2011-2012
1897	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1898	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1899	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1900	Computer Science (BA)	11.0703	Bachelor's	2012-2013
1901	Computer Science (BA)	11.0703	Bachelor's	2013-2014
1902	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1903	Computer Science (BA)	11.0703	Bachelor's	2015-2016
1904	Computer Science (BA)	11.0703	Bachelor's	2014-2015
1905	Web Design/Graphics	11.08	Bachelor's	2007-2008
1906	Web/Resource Management	11.08	Bachelor's	2004-2005
1907	Web/Resource Management	11.08	Bachelor's	2005-2006
1908	Web/Resource Management	11.08	Bachelor's	2006-2007
1909	Web/Resource Management	11.08	Bachelor's	2007-2008
1910	Web/Resource Management	11.08	Bachelor's	2008-2009
1911	Web/Resource Management	11.08	Bachelor's	2009-2010
1912	Web/Resource Management	11.08	Bachelor's	2010-2011
1913	Web/Resource Management	11.08	Bachelor's	2011-2012
1914	Web/Resource Management	11.08	Bachelor's	2006-2007
1915	Web/Resource Management	11.08	Bachelor's	2007-2008
1916	Web/Resource Management	11.08	Bachelor's	2008-2009
1917	Web/Resource Management	11.08	Bachelor's	2009-2010
1918	Web/Resource Management	11.08	Bachelor's	2010-2011
1919	Web/Resource Management	11.08	Bachelor's	2011-2012
1920	Computer Science + X	11.08	Bachelor's	2014-2015
1921	Computer Science + X	11.08	Bachelor's	2013-2014
1922	Computer Science + X	11.08	Bachelor's	2012-2013
1923	Computer Science + X	11.08	Bachelor's	2011-2012
1924	Computer Science + X	11.08	Bachelor's	2010-2011
1925	Web Design 	11.08	Bachelor's	2015-2016
1926	Computer Science + X	11.08	Bachelor's	2015-2016
1927	Computer Science + X	11.08	Bachelor's	2014-2015
1928	Computer Science + X	11.08	Bachelor's	2013-2014
1929	Computer Science + X	11.08	Bachelor's	2012-2013
1930	Computer Science + X	11.08	Bachelor's	2011-2012
1931	Computer Science + X	11.08	Bachelor's	2010-2011
1932	Computer Science + X	11.08	Bachelor's	2009-2010
1933	Computer Science + X	11.08	Bachelor's	2008-2009
1934	Computer Science + X	11.08	Bachelor's	2015-2016
1935	Computer Science + X	11.08	Bachelor's	2016-2017
1936	Web Design 	11.08	Bachelor's	2010-2011
1937	Web Design 	11.08	Bachelor's	2011-2012
1938	Web Design 	11.08	Bachelor's	2012-2013
1939	Web Design 	11.08	Bachelor's	2013-2014
1940	Web Design 	11.08	Bachelor's	2014-2015
1941	Web Design 	11.08	Bachelor's	2016-2017
1942	Computer Science + X	11.08	Bachelor's	2016-2017
1943	Computer Science + X	11.08	Bachelor's	2014-2015
1944	Computer Science + X	11.08	Bachelor's	2012-2013
1945	Computer Science + X	11.08	Bachelor's	2011-2012
1946	Web Design/Graphics	11.0801	Associate's	2004-2005
1947	Web Design/Graphics	11.0801	Associate's	2005-2006
1948	Web Design/Graphics	11.0801	Associate's	2006-2007
1949	Web Design/Graphics	11.0801	Associate's	2007-2008
1950	Web Design/Graphics	11.0801	Associate's	2008-2009
1951	Web Design/Graphics	11.0801	Associate's	2009-2010
1952	Web Design/Graphics	11.0801	Associate's	2010-2011
1953	Web Design/Graphics	11.0801	Associate's	2011-2012
1954	Web Design/Graphics	11.0801	Associate's	2004-2005
1955	Web Design/Graphics	11.0801	Associate's	2005-2006
1956	Web Design/Graphics	11.0801	Associate's	2006-2007
1957	Web Design/Graphics	11.0801	Associate's	2007-2008
1958	Web Design/Graphics	11.0801	Associate's	2008-2009
1959	Web Design/Graphics	11.0801	Associate's	2009-2010
1960	Web Design/Graphics	11.0801	Associate's	2010-2011
1961	Web Design/Graphics	11.0801	Associate's	2011-2012
1962	Database Management	11.0802	Associate's	2004-2005
1963	Database Management	11.0802	Associate's	2005-2006
1964	Database Management	11.0802	Associate's	2006-2007
1965	Database Management	11.0802	Associate's	2007-2008
1966	Database Management	11.0802	Associate's	2008-2009
1967	Database Management	11.0802	Associate's	2009-2010
1968	Database Management	11.0802	Associate's	2010-2011
1969	Database Management	11.0802	Associate's	2011-2012
1970	Telecommunications Management	11.09	Bachelor's	2004-2005
1971	Telecommunications Management	11.09	Bachelor's	2005-2006
1972	Telecommunications Management	11.09	Bachelor's	2006-2007
1973	Telecommunications Management	11.09	Bachelor's	2007-2008
1974	Telecommunications Management	11.09	Bachelor's	2008-2009
1975	Telecommunications Management	11.09	Bachelor's	2009-2010
1976	Information Technology Management	11.09	Bachelor's	2004-2005
1977	Information Technology Management	11.09	Bachelor's	2005-2006
1978	Information Technology Management	11.09	Bachelor's	2006-2007
1979	Information Technology Management	11.09	Bachelor's	2007-2008
1980	Information Technology Management	11.09	Bachelor's	2008-2009
1981	Information Technology Management	11.09	Bachelor's	2009-2010
1982	Information Technology Management	11.09	Bachelor's	2010-2011
1983	Information Technology Management	11.09	Bachelor's	2011-2012
1984	Information Technology Management	11.1	Bachelor's	2004-2005
1985	Information Technology Management	11.1	Bachelor's	2005-2006
1986	Information Technology Management	11.1	Bachelor's	2006-2007
1987	Information Technology Management	11.1	Bachelor's	2007-2008
1988	Information Technology Management	11.1	Bachelor's	2004-2005
1989	Information Technology Management	11.1	Bachelor's	2005-2006
1990	Information Technology Management	11.1	Bachelor's	2006-2007
1991	Information Technology Management	11.1	Bachelor's	2007-2008
1992	Information Technology Management	11.1	Bachelor's	2008-2009
1993	Information Technology Management	11.1	Bachelor's	2009-2010
1994	Industrial Computer Systems	11.1	Bachelor's	2004-2005
1995	Industrial Computer Systems	11.1	Bachelor's	2005-2006
1996	Industrial Computer Systems	11.1	Bachelor's	2006-2007
1997	Industrial Computer Systems	11.1	Bachelor's	2007-2008
1998	Industrial Computer Systems	11.1	Bachelor's	2008-2009
1999	Industrial Computer Systems	11.1	Bachelor's	2009-2010
2000	Information Management	11.1	Bachelor's	2004-2005
2001	Information Management	11.1	Bachelor's	2005-2006
2002	Information Management	11.1	Bachelor's	2006-2007
2003	Information Management	11.1	Bachelor's	2007-2008
2004	Information Management	11.1	Bachelor's	2008-2009
2005	Information Management	11.1	Bachelor's	2009-2010
2006	Cybersecurity	11.1	Bachelor's	2005-2006
2007	Cybersecurity	11.1	Bachelor's	2006-2007
2008	Cybersecurity	11.1	Bachelor's	2007-2008
2009	Cybersecurity	11.1	Bachelor's	2008-2009
2010	Cybersecurity	11.1	Bachelor's	2009-2010
2011	Cybersecurity	11.1	Bachelor's	2010-2011
2012	Cybersecurity	11.1	Bachelor's	2011-2012
2013	Network Administration	11.1	Associate's	2004-2005
2014	Network Administration	11.1	Associate's	2005-2006
2015	Network Administration	11.1	Associate's	2006-2007
2016	Network Administration	11.1	Associate's	2007-2008
2017	Network Administration	11.1	Associate's	2008-2009
2018	Network Administration	11.1	Associate's	2009-2010
2019	Network Administration	11.1	Associate's	2010-2011
2020	Network Administration	11.1	Associate's	2011-2012
2021	Information Technology Management	11.1	Bachelor's	2005-2006
2022	Information Technology Management	11.1	Bachelor's	2006-2007
2023	Information Technology Management	11.1	Bachelor's	2007-2008
2024	Information Technology Management	11.1	Bachelor's	2008-2009
2025	Information Technology Management	11.1	Bachelor's	2009-2010
2026	Information Technology Management	11.1	Bachelor's	2010-2011
2027	Information Technology Management	11.1	Bachelor's	2011-2012
2028	Information Technology Management	11.1	Bachelor's	2004-2005
2029	Information Technology Management	11.1	Bachelor's	2005-2006
2030	Information Technology Management	11.1	Bachelor's	2006-2007
2031	Information Technology Management	11.1	Bachelor's	2007-2008
2032	Information Technology Management	11.1	Bachelor's	2008-2009
2033	Information Technology Management	11.1	Bachelor's	2009-2010
2034	Information Technology Management	11.1	Bachelor's	2010-2011
2035	Information Technology Management	11.1	Bachelor's	2011-2012
2036	Information Technology Management	11.1	Bachelor's	2004-2005
2037	Information Technology Management	11.1	Bachelor's	2005-2006
2038	Information Technology Management	11.1	Bachelor's	2006-2007
2039	Information Technology Management	11.1	Bachelor's	2007-2008
2040	Information Technology Management	11.1	Bachelor's	2008-2009
2041	Information Technology Management	11.1	Bachelor's	2009-2010
2042	Information Technology Management	11.1	Bachelor's	2010-2011
2043	Information Technology Management	11.1	Bachelor's	2011-2012
2044	Internet Network Design	11.1	Bachelor's	2004-2005
2045	Internet Network Design	11.1	Bachelor's	2005-2006
2046	Internet Network Design	11.1	Bachelor's	2006-2007
2047	Internet Network Design	11.1	Bachelor's	2007-2008
2048	Internet Network Design	11.1000	Bachelor's	2008-2009
2049	Internet Network Design	11.1000	Bachelor's	2009-2010
2050	Internet Network Design	11.1000	Bachelor's	2010-2011
2051	Internet Network Design	11.1000	Bachelor's	2011-2012
2052	Cybersecurity	11.1000	Bachelor's	2005-2006
2053	Cybersecurity	11.1000	Bachelor's	2006-2007
2054	Cybersecurity	11.1000	Bachelor's	2007-2008
2055	Cybersecurity	11.1000	Bachelor's	2008-2009
2056	Cybersecurity	11.1000	Bachelor's	2009-2010
2057	Cybersecurity	11.1000	Bachelor's	2010-2011
2058	Cybersecurity	11.1000	Bachelor's	2011-2012
2059	Cybersecurity	11.1000	Bachelor's	2015-2016
2060	Cybersecurity	11.1000	Bachelor's	2015-2016
2061	Cybersecurity	11.1000	Bachelor's	2011-2012
2062	Cybersecurity	11.1000	Bachelor's	2012-2013
2063	Cybersecurity	11.1000	Bachelor's	2013-2014
2064	Cybersecurity	11.1000	Bachelor's	2014-2015
2065	Cybersecurity	11.1000	Bachelor's	2014-2015
2066	Cybersecurity	11.1000	Bachelor's	2013-2014
2067	Cybersecurity	11.1000	Bachelor's	2012-2013
2068	Cybersecurity	11.1000	Bachelor's	2011-2012
2069	Network Administration	11.1001	Associate's	2004-2005
2070	Network Administration	11.1001	Associate's	2005-2006
2071	Network Administration	11.1001	Associate's	2006-2007
2072	Network Administration	11.1001	Associate's	2007-2008
2073	Network Administration	11.1001	Associate's	2008-2009
2074	Network Administration	11.1001	Associate's	2009-2010
2075	Networking	11.1002	Bachelor's	2004-2005
2076	Networking	11.1002	Bachelor's	2005-2006
2077	Networking	11.1002	Bachelor's	2006-2007
2078	Networking	11.1002	Bachelor's	2007-2008
2079	Cybersecurity	11.1003	Bachelor's	2008-2009
2080	Cybersecurity	11.1003	Bachelor's	2009-2010
2081	Cybersecurity	11.1003	Bachelor's	2010-2011
2082	Cybersecurity	11.1003	Bachelor's	2011-2012
2083	Cybersecurity	11.1003	Bachelor's	2007-2008
2084	Cybersecurity	11.1003	Bachelor's	2008-2009
2085	Cybersecurity	11.1003	Bachelor's	2009-2010
2086	Cybersecurity	11.1003	Bachelor's	2014-2015
2087	Cybersecurity	11.1003	Bachelor's	2015-2016
2088	Computer Support Specialist	11.1006	Associate's	2007-2008
2089	Computer Support Specialist	11.1006	Associate's	2008-2009
2090	Computer Support Specialist	11.1006	Associate's	2009-2010
2091	Computer Support Specialist	11.1006	Associate's	2004-2005
2092	Computer Support Specialist	11.1006	Associate's	2005-2006
2093	Computer Support Specialist	11.1006	Associate's	2006-2007
2094	Computer Support Specialist	11.1006	Associate's	2007-2008
2095	Computer Support Specialist	11.1006	Associate's	2008-2009
2096	Computer Support Specialist	11.1006	Associate's	2009-2010
2097	Unclear	11.9900	Bachelor's	2004-2005
2098	Unclear	11.9900	Bachelor's	2005-2006
2099	Unclear	11.9900	Bachelor's	2006-2007
2100	Unclear	11.9900	Bachelor's	2007-2008
2101	Unclear	11.9900	Bachelor's	2008-2009
2102	Business Technology	11.9900	Bachelor's	2004-2005
2103	Business Technology	11.9900	Bachelor's	2005-2006
2104	Business Technology	11.9900	Bachelor's	2006-2007
2105	Business Technology	11.9900	Bachelor's	2007-2008
2106	Business Technology	11.9900	Bachelor's	2008-2009
2107	Business Technology	11.9900	Bachelor's	2009-2010
2108	Business Technology	11.9900	Bachelor's	2010-2011
2109	Business Technology	11.9900	Bachelor's	2011-2012
2110	Software Development	12.0100	Bachelor's	2007-2008
2111	Software Development	13.0100	Bachelor's	2008-2009
2112	General Engineering	14.0000	Bachelor's	2008-2009
2113	General Engineering	14.0000	Bachelor's	2009-2010
2114	General Engineering	14.0000	Bachelor's	2010-2011
2115	General Engineering	14.0000	Bachelor's	2011-2012
2116	Software Development	14.0100	Bachelor's	2009-2010
2117	General Engineering	14.0100	Bachelor's	2014-2015
2118	General Engineering	14.0100	Bachelor's	2013-2014
2119	General Engineering	14.0100	Bachelor's	2012-2013
2120	General Engineering	14.0100	Bachelor's	2009-2010
2121	General Engineering	14.0100	Bachelor's	2010-2011
2122	General Engineering	14.0100	Bachelor's	2011-2012
2123	General Engineering 	14.0100	Bachelor's	2015-2016
2124	General Engineering 	14.0100	Bachelor's	2016-2017
2125	Aerospace Engineering	14.0200	Bachelor's	2010-2011
2126	Aerospace Engineering	14.0200	Bachelor's	2011-2012
2127	Aerospace Engineering	14.0200	Bachelor's	2012-2013
2128	Aerospace Engineering	14.0200	Bachelor's	2013-2014
2129	Aerospace Engineering	14.0200	Bachelor's	2014-2015
2130	Aerospace Engineering	14.0200	Bachelor's	2010-2011
2131	Aerospace Engineering	14.0200	Bachelor's	2011-2012
2132	Aerospace Engineering	14.0200	Bachelor's	2012-2013
2133	Aerospace Engineering	14.0200	Bachelor's	2013-2014
2134	Aerospace Engineering	14.0200	Bachelor's	2014-2015
2135	Aerospace Engineering	14.0200	Bachelor's	2015-2016
2136	Chemical Engineering	14.0700	Bachelor's	2008-2009
2137	Chemical Engineering	14.0700	Bachelor's	2009-2010
2138	Chemical Engineering	14.0700	Bachelor's	2010-2011
2139	Chemical Engineering	14.0700	Bachelor's	2011-2012
2140	Chemical Engineering	14.0700	Bachelor's	2012-2013
2141	Chemical Engineering	14.0700	Bachelor's	2013-2014
2142	Chemical Engineering	14.0700	Bachelor's	2014-2015
2143	Civil Engineering	14.0800	Bachelor's	2008-2009
2144	Civil Engineering	14.0800	Bachelor's	2009-2010
2145	Civil Engineering	14.0800	Bachelor's	2010-2011
2146	Civil Engineering	14.0800	Bachelor's	2011-2012
2147	Civil Engineering	14.0800	Bachelor's	2003-2004
2148	Civil Engineering	14.0800	Bachelor's	2004-2005
2149	Civil Engineering	14.0800	Bachelor's	2005-2006
2150	Civil Engineering	14.0800	Bachelor's	2006-2007
2151	Civil Engineering	14.0800	Bachelor's	2007-2008
2152	Civil Engineering	14.0800	Bachelor's	2008-2009
2153	Civil Engineering	14.0800	Bachelor's	2009-2010
2154	Civil Engineering	14.0800	Bachelor's	2010-2011
2155	Civil Engineering	14.0800	Bachelor's	2011-2012
2156	Civil Engineering	14.0800	Bachelor's	2012-2013
2157	Civil Engineering	14.0800	Bachelor's	2013-2014
2158	Civil Engineering	14.0800	Bachelor's	2014-2015
2159	Civil Engineering	14.0800	Bachelor's	2014-2015
2160	Civil Engineering	14.0800	Bachelor's	2013-2014
2161	Civil Engineering	14.0800	Bachelor's	2012-2013
2162	Civil Engineering	14.0800	Bachelor's	2011-2012
2163	Civil Engineering	14.0800	Bachelor's	2010-2011
